id,date,league,home,away,status,score_home,score_away,odd_1,odd_X,odd_2,home_avg_rating,home_position,home_form,away_avg_rating,away_position,away_form,h2h_home_wins,h2h_away_wins,h2h_draws,lineups
14025192,2025-12-14,Premier League,Chelsea,Everton,Ended,2,0,1.73,3.8,4.75,6.89,5.0,"W,W,D,L,D",6.84,7.0,"W,W,L,W,W",5,2,3,"[{'name': 'Robert Sánchez', 'player_id': 920546, 'position': 'G'}, {'name': 'Malo Gusto', 'player_id': 996958, 'position': 'D'}, {'name': 'Wesley Fofana', 'player_id': 923894, 'position': 'D'}, {'name': 'Trevoh Chalobah', 'player_id': 826134, 'position': 'D'}, {'name': 'Marc Cucurella', 'player_id': 794939, 'position': 'D'}, {'name': 'Reece James', 'player_id': 885908, 'position': 'M'}, {'name': 'Enzo Fernández', 'player_id': 974505, 'position': 'M'}, {'name': 'Pedro Neto', 'player_id': 879349, 'position': 'M'}, {'name': 'Cole Palmer', 'player_id': 982780, 'position': 'M'}, {'name': 'Alejandro Garnacho', 'player_id': 1135873, 'position': 'M'}, {'name': 'João Pedro', 'player_id': 975079, 'position': 'F'}, {'name': 'Andrey Santos', 'player_id': 1105779, 'position': 'M'}, {'name': 'Jamie Gittens', 'player_id': 1140599, 'position': 'F'}, {'name': 'Estêvão', 'player_id': 1597265, 'position': 'F'}, {'name': 'Filip Jørgensen', 'player_id': 962053, 'position': 'G'}, {'name': 'Tosin Adarabioyo', 'player_id': 352668, 'position': 'D'}, {'name': 'Benoît Badiashile', 'player_id': 904827, 'position': 'D'}, {'name': 'Jorrel Hato', 'player_id': 1153079, 'position': 'D'}, {'name': 'Josh Acheampong', 'player_id': 1403050, 'position': 'D'}, {'name': 'Marc Guiu', 'player_id': 1414933, 'position': 'F'}, {'name': 'Jordan Pickford', 'player_id': 138530, 'position': 'G'}, {'name': ""Jake O'Brien"", 'player_id': 998253, 'position': 'D'}, {'name': 'James Tarkowski', 'player_id': 145188, 'position': 'D'}, {'name': 'Michael Keane', 'player_id': 110846, 'position': 'D'}, {'name': 'Vitaliy Mykolenko', 'player_id': 876643, 'position': 'D'}, {'name': 'Idrissa Gueye', 'player_id': 106337, 'position': 'M'}, {'name': 'James Garner', 'player_id': 927361, 'position': 'M'}, {'name': 'Iliman Ndiaye', 'player_id': 914309, 'position': 'M'}, {'name': 'Kiernan Dewsbury-Hall', 'player_id': 861970, 'position': 'M'}, {'name': 'Jack Grealish', 'player_id': 189061, 'position': 'M'}, {'name': 'Thierno Barry', 'player_id': 1395746, 'position': 'F'}, {'name': 'Carlos Alcaraz', 'player_id': 1017392, 'position': 'M'}, {'name': 'Beto', 'player_id': 987489, 'position': 'F'}, {'name': 'Tyler Dibling', 'player_id': 1174472, 'position': 'M'}, {'name': 'Tim Iroegbunam', 'player_id': 1085950, 'position': 'M'}, {'name': 'Mark Travers', 'player_id': 856720, 'position': 'G'}, {'name': 'Nathan Patterson', 'player_id': 1020141, 'position': 'D'}, {'name': 'Adam Aznou', 'player_id': 1466124, 'position': 'D'}, {'name': 'Elijah Campbell', 'player_id': 1144949, 'position': 'D'}, {'name': 'Dwight McNeil', 'player_id': 935543, 'position': 'F'}]"
14025198,2025-12-14,Premier League,Liverpool,Brighton & Hove Albion,Ended,2,0,1.73,4.0,4.5,6.8,10.0,"L,L,W,D,D",6.81,8.0,"D,W,W,L,D",5,3,2,"[{'name': 'Alisson', 'player_id': 243609, 'position': 'G'}, {'name': 'Joe Gomez', 'player_id': 318927, 'position': 'D'}, {'name': 'Ibrahima Konaté', 'player_id': 826215, 'position': 'D'}, {'name': 'Virgil van Dijk', 'player_id': 151545, 'position': 'D'}, {'name': 'Miloš Kerkez', 'player_id': 1097425, 'position': 'D'}, {'name': 'Ryan Gravenberch', 'player_id': 904897, 'position': 'M'}, {'name': 'Curtis Jones', 'player_id': 927353, 'position': 'M'}, {'name': 'Dominik Szoboszlai', 'player_id': 869856, 'position': 'M'}, {'name': 'Alexis Mac Allister', 'player_id': 895324, 'position': 'M'}, {'name': 'Florian Wirtz', 'player_id': 1019322, 'position': 'M'}, {'name': 'Hugo Ekitiké', 'player_id': 1048422, 'position': 'F'}, {'name': 'Mohamed Salah', 'player_id': 159665, 'position': 'F'}, {'name': 'Andrew Robertson', 'player_id': 262911, 'position': 'D'}, {'name': 'Alexander Isak', 'player_id': 823941, 'position': 'F'}, {'name': 'Federico Chiesa', 'player_id': 845386, 'position': 'F'}, {'name': 'Giorgi Mamardashvili', 'player_id': 930997, 'position': 'G'}, {'name': 'Calvin Ramsay', 'player_id': 991227, 'position': 'D'}, {'name': 'Wellity Lucky', 'player_id': 1403123, 'position': 'D'}, {'name': 'Rio Ngumoha', 'player_id': 1881902, 'position': 'F'}, {'name': 'Bart Verbruggen', 'player_id': 994363, 'position': 'G'}, {'name': 'Mats Wieffer', 'player_id': 959628, 'position': 'D'}, {'name': 'Jan Paul van Hecke', 'player_id': 962012, 'position': 'D'}, {'name': 'Lewis Dunk', 'player_id': 115365, 'position': 'D'}, {'name': 'Ferdi Kadıoğlu', 'player_id': 825844, 'position': 'D'}, {'name': 'Carlos Baleba', 'player_id': 1199043, 'position': 'M'}, {'name': 'Jack Hinshelwood', 'player_id': 1142315, 'position': 'M'}, {'name': 'Yankuba Minteh', 'player_id': 1400106, 'position': 'M'}, {'name': 'Brajan Gruda', 'player_id': 1198075, 'position': 'M'}, {'name': 'Diego Gómez', 'player_id': 1065588, 'position': 'M'}, {'name': 'Georginio Rutter', 'player_id': 946695, 'position': 'F'}, {'name': 'Kaoru Mitoma', 'player_id': 936849, 'position': 'M'}, {'name': 'Yasin Ayari', 'player_id': 1036269, 'position': 'M'}, {'name': 'Charalampos Kostoulas', 'player_id': 1416535, 'position': 'F'}, {'name': 'Danny Welbeck', 'player_id': 33902, 'position': 'F'}, {'name': 'James Milner', 'player_id': 791, 'position': 'M'}, {'name': 'Jason Steele', 'player_id': 31867, 'position': 'G'}, {'name': 'Olivier Boscagli', 'player_id': 788784, 'position': 'D'}, {'name': 'Maxim De Cuyper', 'player_id': 997152, 'position': 'D'}, {'name': 'Joël Veltman', 'player_id': 219572, 'position': 'D'}]"
14025189,2025-12-14,Premier League,Burnley,Fulham,Ended,2,3,3.9,3.5,1.95,6.62,19.0,"L,L,L,L,L",6.74,15.0,"L,W,W,L,L",6,2,2,"[{'name': 'Martin Dúbravka', 'player_id': 42209, 'position': 'G'}, {'name': 'Axel Tuanzebe', 'player_id': 817979, 'position': 'D'}, {'name': 'Hjalmar Ekdal', 'player_id': 875360, 'position': 'D'}, {'name': 'Maxime Estève', 'player_id': 1117223, 'position': 'D'}, {'name': 'Quilindschy Hartman', 'player_id': 1392044, 'position': 'D'}, {'name': 'Lesley Ugochukwu', 'player_id': 1048916, 'position': 'M'}, {'name': 'Josh Cullen', 'player_id': 792122, 'position': 'M'}, {'name': 'Florentino Luís', 'player_id': 855845, 'position': 'M'}, {'name': 'Lyle Foster', 'player_id': 901907, 'position': 'F'}, {'name': 'Armando Broja', 'player_id': 996985, 'position': 'F'}, {'name': 'Jacob Bruun Larsen', 'player_id': 809276, 'position': 'F'}, {'name': 'Marcus Edwards', 'player_id': 795066, 'position': 'F'}, {'name': 'Zian Flemming', 'player_id': 875137, 'position': 'M'}, {'name': 'Oliver Sonne', 'player_id': 1008456, 'position': 'D'}, {'name': 'Jaidon Anthony', 'player_id': 1020680, 'position': 'F'}, {'name': 'Mike Trésor', 'player_id': 826183, 'position': 'F'}, {'name': 'Max Weiss', 'player_id': 1128801, 'position': 'G'}, {'name': 'Joe Worrall', 'player_id': 838399, 'position': 'D'}, {'name': 'Josh Laurent', 'player_id': 552036, 'position': 'M'}, {'name': 'Loum Tchaouna', 'player_id': 1004505, 'position': 'F'}, {'name': 'Bernd Leno', 'player_id': 103335, 'position': 'G'}, {'name': 'Kenny Tete', 'player_id': 190877, 'position': 'D'}, {'name': 'Joachim Andersen', 'player_id': 362682, 'position': 'D'}, {'name': 'Calvin Bassey', 'player_id': 861972, 'position': 'D'}, {'name': 'Antonee Robinson', 'player_id': 803174, 'position': 'D'}, {'name': 'Sander Berge', 'player_id': 793167, 'position': 'M'}, {'name': 'Alex Iwobi', 'player_id': 352770, 'position': 'M'}, {'name': 'Harry Wilson', 'player_id': 355528, 'position': 'M'}, {'name': 'Emile Smith Rowe', 'player_id': 867445, 'position': 'M'}, {'name': 'Samuel Chukwueze', 'player_id': 822470, 'position': 'M'}, {'name': 'Raúl Jiménez', 'player_id': 192442, 'position': 'F'}, {'name': 'Saša Lukić', 'player_id': 371222, 'position': 'M'}, {'name': 'Joshua King', 'player_id': 1546231, 'position': 'M'}, {'name': 'Timothy Castagne', 'player_id': 329417, 'position': 'D'}, {'name': 'Adama Traoré', 'player_id': 286165, 'position': 'F'}, {'name': 'Benjamin Lecomte', 'player_id': 123207, 'position': 'G'}, {'name': 'Jorge Cuenca', 'player_id': 868715, 'position': 'D'}, {'name': 'Harrison Reed', 'player_id': 365802, 'position': 'M'}, {'name': 'Tom Cairney', 'player_id': 82566, 'position': 'M'}, {'name': 'Kevin', 'player_id': 1112879, 'position': 'F'}]"
14025183,2025-12-14,Premier League,Arsenal,Wolverhampton,Ended,2,1,1.11,9.0,21.0,6.97,1.0,"D,W,D,W,L",6.62,20.0,"L,L,L,L,L",9,1,0,"[{'name': 'David Raya', 'player_id': 581310, 'position': 'G'}, {'name': 'Ben White', 'player_id': 846036, 'position': 'D'}, {'name': 'Jurriën Timber', 'player_id': 958959, 'position': 'D'}, {'name': 'William Saliba', 'player_id': 941168, 'position': 'D'}, {'name': 'Piero Hincapié', 'player_id': 1002837, 'position': 'D'}, {'name': 'Eberechi Eze', 'player_id': 864921, 'position': 'M'}, {'name': 'Martín Zubimendi', 'player_id': 966837, 'position': 'M'}, {'name': 'Declan Rice', 'player_id': 856714, 'position': 'M'}, {'name': 'Bukayo Saka', 'player_id': 934235, 'position': 'F'}, {'name': 'Viktor Gyökeres', 'player_id': 804508, 'position': 'F'}, {'name': 'Gabriel Martinelli', 'player_id': 922573, 'position': 'F'}, {'name': 'Myles Lewis-Skelly', 'player_id': 1423711, 'position': 'D'}, {'name': 'Martin Ødegaard', 'player_id': 547410, 'position': 'M'}, {'name': 'Leandro Trossard', 'player_id': 135666, 'position': 'F'}, {'name': 'Mikel Merino', 'player_id': 592010, 'position': 'M'}, {'name': 'Gabriel Jesus', 'player_id': 794839, 'position': 'F'}, {'name': 'Kepa Arrizabalaga', 'player_id': 232422, 'position': 'G'}, {'name': 'Christian Nørgaard', 'player_id': 135256, 'position': 'M'}, {'name': 'Ethan Nwaneri', 'player_id': 1401702, 'position': 'M'}, {'name': 'Noni Madueke', 'player_id': 966547, 'position': 'F'}, {'name': 'Sam Johnstone', 'player_id': 98427, 'position': 'G'}, {'name': 'Yerson Mosquera', 'player_id': 1014835, 'position': 'D'}, {'name': 'Emmanuel Agbadou', 'player_id': 1013842, 'position': 'D'}, {'name': 'Toti Gomes', 'player_id': 973418, 'position': 'D'}, {'name': 'Matt Doherty', 'player_id': 143047, 'position': 'M'}, {'name': 'João Gomes', 'player_id': 1015267, 'position': 'M'}, {'name': 'André', 'player_id': 1035996, 'position': 'M'}, {'name': 'Ladislav Krejčí', 'player_id': 856250, 'position': 'M'}, {'name': 'David Möller Wolfe', 'player_id': 1031283, 'position': 'M'}, {'name': 'Jørgen Strand Larsen', 'player_id': 876599, 'position': 'F'}, {'name': 'Hee-Chan Hwang', 'player_id': 786186, 'position': 'F'}, {'name': 'Jackson Tchatchoua', 'player_id': 1096210, 'position': 'D'}, {'name': 'Tolu Arokodare', 'player_id': 987734, 'position': 'F'}, {'name': 'Jhon Arias', 'player_id': 844096, 'position': 'M'}, {'name': 'Fer López', 'player_id': 1526628, 'position': 'F'}, {'name': 'Mateus Mané', 'player_id': 1899647, 'position': 'F'}, {'name': 'José Sá', 'player_id': 252669, 'position': 'G'}, {'name': 'Santiago Bueno', 'player_id': 846308, 'position': 'D'}, {'name': 'Ki-Jana Hoever', 'player_id': 954044, 'position': 'D'}, {'name': 'Tawanda Chirewa', 'player_id': 1005725, 'position': 'F'}]"
14025195,2025-12-14,Premier League,Crystal Palace,Manchester City,Ended,0,3,4.0,3.8,1.85,6.94,5.0,"D,W,L,W,W",6.99,2.0,"W,L,W,W,W",2,5,3,"[{'name': 'Dean Henderson', 'player_id': 788134, 'position': 'G'}, {'name': 'Chris Richards', 'player_id': 931844, 'position': 'D'}, {'name': 'Maxence Lacroix', 'player_id': 879674, 'position': 'D'}, {'name': 'Marc Guéhi', 'player_id': 877994, 'position': 'D'}, {'name': 'Nathaniel Clyne', 'player_id': 43215, 'position': 'M'}, {'name': 'Adam Wharton', 'player_id': 1109771, 'position': 'M'}, {'name': 'Daichi Kamada', 'player_id': 794338, 'position': 'M'}, {'name': 'Tyrick Mitchell', 'player_id': 988275, 'position': 'M'}, {'name': 'Ismaïla Sarr', 'player_id': 845286, 'position': 'F'}, {'name': 'Yéremy Pino', 'player_id': 984624, 'position': 'F'}, {'name': 'Jean-Philippe Mateta', 'player_id': 848276, 'position': 'F'}, {'name': 'Edward Nketiah', 'player_id': 858194, 'position': 'F'}, {'name': 'Will Hughes', 'player_id': 193554, 'position': 'M'}, {'name': 'Christantus Uche', 'player_id': 1884145, 'position': 'M'}, {'name': 'Walter Benítez', 'player_id': 249859, 'position': 'G'}, {'name': 'Jaydee Canvot', 'player_id': 1471671, 'position': 'D'}, {'name': 'Jefferson Lerma', 'player_id': 355796, 'position': 'M'}, {'name': 'Romain Esse', 'player_id': 1438837, 'position': 'M'}, {'name': 'Borna Sosa', 'player_id': 357584, 'position': 'D'}, {'name': 'Justin Devenny', 'player_id': 1084311, 'position': 'M'}, {'name': 'Gianluigi Donnarumma', 'player_id': 824509, 'position': 'G'}, {'name': 'Matheus Nunes', 'player_id': 945122, 'position': 'D'}, {'name': 'Rúben Dias', 'player_id': 318941, 'position': 'D'}, {'name': 'Joško Gvardiol', 'player_id': 964994, 'position': 'D'}, {'name': ""Nico O'Reilly"", 'player_id': 1142703, 'position': 'D'}, {'name': 'Bernardo Silva', 'player_id': 331209, 'position': 'M'}, {'name': 'Nico González', 'player_id': 954056, 'position': 'M'}, {'name': 'Tijjani Reijnders', 'player_id': 893549, 'position': 'M'}, {'name': 'Rayan Cherki', 'player_id': 979128, 'position': 'M'}, {'name': 'Phil Foden', 'player_id': 859765, 'position': 'M'}, {'name': 'Erling Haaland', 'player_id': 839956, 'position': 'F'}, {'name': 'Savinho', 'player_id': 1046795, 'position': 'F'}, {'name': 'Rico Lewis', 'player_id': 1136731, 'position': 'D'}, {'name': 'Rayan Aït-Nouri', 'player_id': 931278, 'position': 'D'}, {'name': 'Omar Marmoush', 'player_id': 873554, 'position': 'F'}, {'name': 'James Trafford', 'player_id': 980643, 'position': 'G'}, {'name': 'Nathan Aké', 'player_id': 149663, 'position': 'D'}, {'name': 'Abdukodir Khusanov', 'player_id': 1194333, 'position': 'D'}, {'name': 'Oscar Bobb', 'player_id': 1065216, 'position': 'M'}, {'name': 'Divine Mukasa', 'player_id': 1467990, 'position': 'M'}]"
14025204,2025-12-14,Premier League,Nottingham Forest,Tottenham Hotspur,Ended,3,0,2.7,3.3,2.7,6.72,17.0,"W,W,L,W,L",6.82,11.0,"D,L,L,D,W",4,6,0,"[{'name': 'John Victor', 'player_id': 840103, 'position': 'G'}, {'name': 'Nicolò Savona', 'player_id': 1010220, 'position': 'D'}, {'name': 'Nikola Milenković', 'player_id': 836168, 'position': 'D'}, {'name': 'Murillo', 'player_id': 1199282, 'position': 'D'}, {'name': 'Neco Williams', 'player_id': 927356, 'position': 'D'}, {'name': 'Ibrahim Sangaré', 'player_id': 843754, 'position': 'M'}, {'name': 'Elliot Anderson', 'player_id': 994546, 'position': 'M'}, {'name': 'Omari Hutchinson', 'player_id': 1090963, 'position': 'M'}, {'name': 'Morgan Gibbs-White', 'player_id': 865912, 'position': 'M'}, {'name': 'Callum Hudson-Odoi', 'player_id': 867442, 'position': 'M'}, {'name': 'Igor Jesus', 'player_id': 981619, 'position': 'F'}, {'name': 'Douglas Luiz', 'player_id': 867887, 'position': 'M'}, {'name': 'Dan Ndoye', 'player_id': 944327, 'position': 'F'}, {'name': 'Angus Gunn', 'player_id': 227946, 'position': 'G'}, {'name': 'Morato', 'player_id': 985086, 'position': 'D'}, {'name': 'Oleksandr Zinchenko', 'player_id': 287643, 'position': 'D'}, {'name': 'Zach Abbott', 'player_id': 1390490, 'position': 'D'}, {'name': 'James McAtee', 'player_id': 1003334, 'position': 'M'}, {'name': 'Dilane Bakwa', 'player_id': 963298, 'position': 'F'}, {'name': 'Arnaud Kalimuendo', 'player_id': 954061, 'position': 'F'}, {'name': 'Guglielmo Vicario', 'player_id': 553606, 'position': 'G'}, {'name': 'Pedro Porro', 'player_id': 913654, 'position': 'D'}, {'name': 'Cristian Romero', 'player_id': 829932, 'position': 'D'}, {'name': 'Micky van de Ven', 'player_id': 998247, 'position': 'D'}, {'name': 'Djed Spence', 'player_id': 945798, 'position': 'D'}, {'name': 'Rodrigo Bentancur', 'player_id': 791190, 'position': 'M'}, {'name': 'Archie Gray', 'player_id': 1142335, 'position': 'M'}, {'name': 'Mohammed Kudus', 'player_id': 905163, 'position': 'M'}, {'name': 'Xavi Simons', 'player_id': 997183, 'position': 'M'}, {'name': 'Randal Kolo Muani', 'player_id': 871706, 'position': 'M'}, {'name': 'Richarlison', 'player_id': 840217, 'position': 'F'}, {'name': 'Ben Davies', 'player_id': 94758, 'position': 'D'}, {'name': 'Lucas Bergvall', 'player_id': 1391251, 'position': 'M'}, {'name': 'João Palhinha', 'player_id': 364612, 'position': 'M'}, {'name': 'Mathys Tel', 'player_id': 1048888, 'position': 'F'}, {'name': 'Brennan Johnson', 'player_id': 1085180, 'position': 'F'}, {'name': 'Antonín Kinský', 'player_id': 1031251, 'position': 'G'}, {'name': 'Kevin Danso', 'player_id': 794953, 'position': 'D'}, {'name': 'Pape Matar Sarr', 'player_id': 1002711, 'position': 'M'}, {'name': 'Wilson Odobert', 'player_id': 1142679, 'position': 'F'}]"
14025207,2025-12-14,Premier League,Sunderland,Newcastle United,Ended,1,0,3.4,3.4,2.15,6.83,10.0,"D,L,W,D,L",6.84,12.0,"L,W,W,D,W",7,1,2,"[{'name': 'Robin Roefs', 'player_id': 1012928, 'position': 'G'}, {'name': 'Nordi Mukiele', 'player_id': 780014, 'position': 'D'}, {'name': 'Daniel Ballard', 'player_id': 958878, 'position': 'D'}, {'name': 'Omar Alderete', 'player_id': 805137, 'position': 'D'}, {'name': 'Reinildo Mandava', 'player_id': 831424, 'position': 'D'}, {'name': 'Granit Xhaka', 'player_id': 117777, 'position': 'M'}, {'name': 'Noah Sadiki', 'player_id': 1171539, 'position': 'M'}, {'name': 'Bertrand Traoré', 'player_id': 218160, 'position': 'M'}, {'name': 'Enzo Le Fée', 'player_id': 984014, 'position': 'M'}, {'name': 'Chemsdine Talbi', 'player_id': 1142675, 'position': 'M'}, {'name': 'Brian Brobbey', 'player_id': 910048, 'position': 'F'}, {'name': 'Trai Hume', 'player_id': 989034, 'position': 'D'}, {'name': 'Wilson Isidor', 'player_id': 877980, 'position': 'F'}, {'name': 'Romaine Mundle', 'player_id': 1094440, 'position': 'F'}, {'name': 'Anthony Patterson', 'player_id': 958718, 'position': 'G'}, {'name': 'Lutsharel Geertruida', 'player_id': 856739, 'position': 'D'}, {'name': 'Simon Adingra', 'player_id': 1110842, 'position': 'F'}, {'name': 'Dan Neil', 'player_id': 964106, 'position': 'M'}, {'name': 'Chris Rigg', 'player_id': 1394089, 'position': 'M'}, {'name': 'Eliezer Mayenda', 'player_id': 1168588, 'position': 'F'}, {'name': 'Aaron Ramsdale', 'player_id': 839410, 'position': 'G'}, {'name': 'Valentino Livramento', 'player_id': 980634, 'position': 'D'}, {'name': 'Malick Thiaw', 'player_id': 1014286, 'position': 'D'}, {'name': 'Dan Burn', 'player_id': 99090, 'position': 'D'}, {'name': 'Lewis Hall', 'player_id': 1136730, 'position': 'D'}, {'name': 'Bruno Guimarães', 'player_id': 866469, 'position': 'M'}, {'name': 'Sandro Tonali', 'player_id': 892673, 'position': 'M'}, {'name': 'Lewis Miley', 'player_id': 1400650, 'position': 'M'}, {'name': 'Anthony Elanga', 'player_id': 979232, 'position': 'F'}, {'name': 'Nick Woltemade', 'player_id': 980623, 'position': 'F'}, {'name': 'Anthony Gordon', 'player_id': 914902, 'position': 'F'}, {'name': 'Fabian Schär', 'player_id': 101882, 'position': 'D'}, {'name': 'Joe Willock', 'player_id': 888550, 'position': 'M'}, {'name': 'Harvey Barnes', 'player_id': 855647, 'position': 'M'}, {'name': 'Jacob Murphy', 'player_id': 372336, 'position': 'M'}, {'name': 'Yoane Wissa', 'player_id': 805123, 'position': 'F'}, {'name': 'John Ruddy', 'player_id': 1131, 'position': 'G'}, {'name': 'Alex Murphy', 'player_id': 1125214, 'position': 'D'}, {'name': 'Joelinton', 'player_id': 560128, 'position': 'M'}, {'name': 'Jacob Ramsey', 'player_id': 975937, 'position': 'M'}]"
14025210,2025-12-14,Premier League,West Ham United,Aston Villa,Ended,2,3,3.2,3.5,2.2,6.7,18.0,"W,D,L,D,D",6.84,3.0,"W,W,W,W,W",3,4,3,"[{'name': 'Alphonse Aréola', 'player_id': 96531, 'position': 'G'}, {'name': 'Aaron Wan-Bissaka', 'player_id': 863653, 'position': 'D'}, {'name': 'Konstantinos Mavropanos', 'player_id': 829022, 'position': 'D'}, {'name': 'Jean-Clair Todibo', 'player_id': 945217, 'position': 'D'}, {'name': 'El Hadji Malick Diouf', 'player_id': 1471764, 'position': 'D'}, {'name': 'Soungoutou Magassa', 'player_id': 1170560, 'position': 'M'}, {'name': 'Freddie Potts', 'player_id': 1089582, 'position': 'M'}, {'name': 'Mateus Fernandes', 'player_id': 1142562, 'position': 'M'}, {'name': 'Lucas Paquetá', 'player_id': 839981, 'position': 'M'}, {'name': 'Jarrod Bowen', 'player_id': 552884, 'position': 'F'}, {'name': 'Crysencio Summerville', 'player_id': 917005, 'position': 'F'}, {'name': 'Callum Wilson', 'player_id': 113956, 'position': 'F'}, {'name': 'Tomáš Souček', 'player_id': 799041, 'position': 'M'}, {'name': 'Mohamadou Kanté', 'player_id': 1523623, 'position': 'M'}, {'name': 'Guido Rodríguez', 'player_id': 609752, 'position': 'M'}, {'name': 'Mads Hermansen', 'player_id': 856640, 'position': 'G'}, {'name': 'Kyle Walker-Peters', 'player_id': 823085, 'position': 'D'}, {'name': 'Max Kilman', 'player_id': 894474, 'position': 'D'}, {'name': 'Igor Júlio', 'player_id': 842513, 'position': 'D'}, {'name': 'Oliver Scarles', 'player_id': 1150952, 'position': 'D'}, {'name': 'Marco Bizot', 'player_id': 100390, 'position': 'G'}, {'name': 'Matty Cash', 'player_id': 833956, 'position': 'D'}, {'name': 'Ezri Konsa', 'player_id': 827679, 'position': 'D'}, {'name': 'Victor Lindelöf', 'player_id': 143334, 'position': 'D'}, {'name': 'Ian Maatsen', 'player_id': 976263, 'position': 'D'}, {'name': 'Boubacar Kamara', 'player_id': 826204, 'position': 'M'}, {'name': 'Amadou Onana', 'player_id': 923973, 'position': 'M'}, {'name': 'John McGinn', 'player_id': 250223, 'position': 'M'}, {'name': 'Youri Tielemans', 'player_id': 331737, 'position': 'M'}, {'name': 'Morgan Rogers', 'player_id': 948261, 'position': 'M'}, {'name': 'Ollie Watkins', 'player_id': 555386, 'position': 'F'}, {'name': 'Donyell Malen', 'player_id': 803039, 'position': 'F'}, {'name': 'Lucas Digne', 'player_id': 96538, 'position': 'D'}, {'name': 'Emiliano Buendía', 'player_id': 783126, 'position': 'M'}, {'name': 'James Wright', 'player_id': 1138445, 'position': 'G'}, {'name': 'Lamare Bogarde', 'player_id': 1089388, 'position': 'M'}, {'name': 'Andrés García', 'player_id': 1457536, 'position': 'D'}, {'name': 'George Hemmings', 'player_id': 1398204, 'position': 'M'}, {'name': 'Jadon Sancho', 'player_id': 851100, 'position': 'F'}, {'name': 'Evann Guessand', 'player_id': 930245, 'position': 'F'}]"
14025186,2025-12-14,Premier League,Brentford,Leeds United,Ended,1,1,2.15,3.3,3.6,6.73,15.0,"W,L,W,L,L",6.68,17.0,"L,L,L,W,D",2,3,5,"[{'name': 'Caoimhin Kelleher', 'player_id': 827362, 'position': 'G'}, {'name': 'Michael Kayode', 'player_id': 1137431, 'position': 'D'}, {'name': 'Nathan Collins', 'player_id': 958916, 'position': 'D'}, {'name': 'Sepp van den Berg', 'player_id': 924378, 'position': 'D'}, {'name': 'Aaron Hickey', 'player_id': 966869, 'position': 'D'}, {'name': 'Jordan Henderson', 'player_id': 42694, 'position': 'M'}, {'name': 'Vitaly Janelt', 'player_id': 814873, 'position': 'M'}, {'name': 'Dango Ouattara', 'player_id': 1106451, 'position': 'M'}, {'name': 'Mathias Jensen', 'player_id': 799251, 'position': 'M'}, {'name': 'Keane Lewis-Potter', 'player_id': 972421, 'position': 'M'}, {'name': 'Igor Thiago', 'player_id': 1016907, 'position': 'F'}, {'name': 'Rico Henry', 'player_id': 599128, 'position': 'D'}, {'name': 'Mikkel Damsgaard', 'player_id': 907072, 'position': 'M'}, {'name': 'Yehor Yarmolyuk', 'player_id': 1031258, 'position': 'M'}, {'name': 'Kristoffer Ajer', 'player_id': 576384, 'position': 'D'}, {'name': 'Hákon Rafn Valdimarsson', 'player_id': 1005959, 'position': 'G'}, {'name': 'Ethan Pinnock', 'player_id': 855864, 'position': 'D'}, {'name': 'Frank Onyeka', 'player_id': 885864, 'position': 'M'}, {'name': 'Myles Peart-Harris', 'player_id': 980649, 'position': 'M'}, {'name': 'Romelle Donovan', 'player_id': 1586020, 'position': 'M'}, {'name': 'Lucas Perri', 'player_id': 871290, 'position': 'G'}, {'name': 'Joe Rodon', 'player_id': 828640, 'position': 'D'}, {'name': 'Jaka Bijol', 'player_id': 886930, 'position': 'D'}, {'name': 'Pascal Struijk', 'player_id': 836675, 'position': 'D'}, {'name': 'Jayden Bogle', 'player_id': 929132, 'position': 'M'}, {'name': 'Ao Tanaka', 'player_id': 871886, 'position': 'M'}, {'name': 'Ethan Ampadu', 'player_id': 847097, 'position': 'M'}, {'name': 'Anton Stach', 'player_id': 889861, 'position': 'M'}, {'name': 'Gabriel Gudmundsson', 'player_id': 834308, 'position': 'M'}, {'name': 'Dominic Calvert-Lewin', 'player_id': 372344, 'position': 'F'}, {'name': 'Noah Okafor', 'player_id': 865523, 'position': 'F'}, {'name': 'Brenden Aaronson', 'player_id': 973431, 'position': 'M'}, {'name': 'Wilfried Gnonto', 'player_id': 998951, 'position': 'F'}, {'name': 'James Justin', 'player_id': 827681, 'position': 'D'}, {'name': 'Jack Harrison', 'player_id': 829570, 'position': 'F'}, {'name': 'Karl Darlow', 'player_id': 123689, 'position': 'G'}, {'name': 'Sam Byram', 'player_id': 254713, 'position': 'D'}, {'name': 'Sebastiaan Bornauw', 'player_id': 826167, 'position': 'D'}, {'name': 'Ilia Gruev', 'player_id': 911679, 'position': 'M'}, {'name': 'Joël Piroe', 'player_id': 850823, 'position': 'F'}]"
